FinalWgt,BTR1,CR2,BTR3,BTR4,BTR5,CR5,CR6,CR7,CR8,CR9,CR10,BTR12,BTR13,CR11,CR12,BTR16,CR13,CR14,SLR1,SLR2,SLR3,SLR4,SLR5,SLR6,SLR7,SLR8,BTR27,BTR28,SLR11,SLR14,SLR15,SLR17,BTR33,BTR34,BTR35,BTR36,BTR37,CR15,CR16,CR17,OR12,BTR42,BTR43,CR19,CR20,CR21,CR22,CR23,CR24,CR25,BTR51,CR27,CR28,BTR54,OR22,OR23,BTR57,CR30,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,OR45,OR46,OR60,CR39,CR40,CR41,CR42,CR43,BTR75,Stratum,PSU
9.22672939,7,2,5,2,7,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,3,5,8,1,2,1,3,3,3,3,2,2,1,1,3,1,1,3,1,5,1,201901004,7
9.22672939,8,2,5,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,2,5,8,2,1,3,1,1,1,3,2,2,1,1,3,1,1,4,2,5,3,201901004,7
9.22672939,8,2,5,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,1,3,5,8,2,3,2,1,3,3,3,2,2,1,1,3,1,1,3,2,5,2,201901004,7
9.22672939,8,2,5,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,3,3,8,1,1,3,1,2,1,2,1,2,1,1,4,1,1,1,2,4,1,201901004,7
9.22672939,8,2,5,2,3,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,3,6,3,1,1,1,1,1,2,2,1,2,4,1,1,1,1,1,1,2,5,2,1,3,2,1,2,3,3,2,2,1,1,3,1,2,1,3,5,1,201901004,7
9.22672939,8,2,5,2,4,1,7,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,4,3,3,1,1,2,3,5,1,1,1,2,6,2,2,2,4,3,2,1,1,1,2,4,1,1,1,1,1,1,3,5,8,1,2,1,1,1,3,1,,2,1,2,1,2,4,3,2,5,3,201901004,7
9.22672939,8,2,5,2,7,1,6,1,1,1,2,5,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,2,2,5,1,3,1,3,6,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,3,4,5,1,2,2,1,1,3,3,2,2,4,1,4,1,2,2,2,5,3,201901004,7
10.43487043,2,2,2,1,2,1,5,3,3,2,2,1,1,1,1,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,3,1,2,4,2,3,3,3,5,7,1,3,1,1,4,1,1,2,3,3,2,1,1,2,1,2,2,1,2,2,3,2,2,1,2,4,1,1,4,2,1,1,201901004,7
10.43487043,3,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,8,2,1,3,2,3,3,3,2,2,1,1,3,1,1,2,3,4,1,201901004,7
10.43487043,3,2,2,1,2,1,1,7,4,1,2,5,7,4,4,3,2,2,5,2,3,3,4,1,1,3,7,1,3,1,4,4,,2,1,1,7,3,3,3,3,3,3,1,2,2,1,4,2,1,5,3,1,1,2,5,3,2,3,2,2,2,2,3,2,1,1,2,4,1,1,4,3,3,1,201901004,7
10.43487043,3,2,2,1,2,1,5,7,4,2,2,1,1,2,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,1,5,6,4,4,3,2,2,2,1,2,1,1,1,2,2,2,2,2,3,3,5,3,2,2,3,3,2,3,1,1,2,4,2,,4,4,4,1,1,1,201901004,7
10.43487043,3,2,2,1,3,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,5,8,1,1,3,1,2,3,3,2,2,1,1,4,1,1,4,1,4,1,201901004,7
10.43487043,4,2,2,1,2,1,6,,,1,2,6,1,2,2,5,1,2,6,1,1,2,2,3,2,3,2,1,1,1,4,2,1,2,1,3,5,2,2,2,3,8,2,2,2,2,1,4,1,1,1,1,1,1,3,5,4,1,1,2,1,3,3,3,2,1,1,3,3,1,1,3,3,3,3,201901004,7
10.43487043,4,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,3,1,3,4,2,2,2,5,8,5,1,5,5,1,4,1,1,1,1,1,1,3,3,8,1,2,2,1,1,3,3,2,2,1,2,2,1,1,2,2,5,1,201901004,7
10.43487043,4,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,5,8,1,2,3,1,2,3,3,2,2,1,2,3,1,1,3,3,4,3,201901004,7
10.43487043,4,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,3,1,1,1,1,1,1,1,1,3,2,1,4,1,1,1,1,1,1,2,5,8,1,1,1,1,2,3,3,2,2,1,1,4,1,1,4,2,4,3,201901004,7
10.43487043,4,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,5,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,3,5,8,2,2,3,1,2,3,3,2,2,1,2,3,1,1,4,3,4,3,201901004,7
10.43487043,4,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,3,5,8,1,2,1,3,2,2,2,2,2,1,1,2,1,1,4,2,5,1,201901004,7
10.43487043,4,2,2,1,3,1,5,7,4,2,2,1,1,1,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,1,5,6,4,4,3,2,2,2,1,2,1,1,1,2,2,2,2,2,3,3,5,3,2,2,3,3,2,3,1,1,2,2,2,4,3,3,2,1,1,1,201901004,7
10.43487043,4,2,2,1,3,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,2,5,3,1,2,1,1,3,3,3,2,2,1,1,3,1,1,3,3,5,3,201901004,7
10.43487043,4,2,2,2,3,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,1,3,5,8,2,3,3,3,3,3,3,2,1,3,1,3,1,1,4,3,5,3,201901004,7
10.43487043,5,2,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,3,5,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,3,5,8,1,2,3,1,3,2,3,2,2,1,1,3,1,1,4,2,5,3,201901004,7
10.43487043,6,2,2,1,1,,,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,4,4,3,7,1,1,2,3,5,2,1,2,1,6,1,,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,2,2,3,3,2,3,2,2,2,1,1,4,1,1,1,3,3,3,201901004,7
10.77381471,4,2,4,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,2,5,8,1,1,2,1,2,3,3,2,2,1,1,3,1,1,4,1,5,3,201901004,7
10.77381471,4,2,4,1,3,1,6,2,2,2,2,1,1,2,2,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,3,1,5,6,3,3,3,2,2,6,1,3,3,1,4,1,1,5,1,1,2,1,3,4,1,2,1,1,2,2,2,1,2,3,2,2,3,3,3,3,1,3,201901004,7
10.77381471,4,2,4,1,3,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,3,5,8,1,2,3,1,2,3,3,2,2,1,2,3,1,1,3,1,5,1,201901004,7
10.77381471,4,2,4,1,3,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,2,1,1,1,1,1,1,1,1,1,3,2,1,4,1,1,1,1,1,1,3,5,8,2,1,3,1,2,3,3,2,2,1,2,3,1,1,3,1,5,3,201901004,7
10.77381471,5,2,4,1,2,2,1,1,1,1,2,6,1,2,2,1,1,2,6,1,1,2,2,2,3,2,2,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,3,5,8,1,1,3,2,1,2,2,2,2,3,2,2,2,2,1,3,4,1,201901004,7
10.77381471,5,2,4,2,5,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,1,2,5,8,1,1,1,1,2,3,2,2,2,1,1,3,1,1,4,2,4,1,201901004,7
10.77381471,6,2,4,1,2,1,7,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,2,1,2,1,1,2,2,2,2,2,1,1,3,1,1,4,2,5,1,201901004,7
10.77381471,6,2,4,1,2,2,1,1,1,1,2,5,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,8,1,2,1,1,2,2,2,2,2,1,2,2,2,2,3,3,4,3,201901004,7
10.77381471,6,2,4,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,4,1,1,1,1,1,1,1,2,8,1,2,,1,2,1,3,2,2,1,1,3,1,1,3,1,4,3,201901004,7
10.77381471,6,2,4,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,4,1,1,1,1,1,1,1,2,8,1,2,1,1,2,1,3,2,2,1,1,3,1,1,3,1,5,3,201901004,7
10.77381471,6,2,4,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,5,8,2,1,1,1,1,3,3,2,2,1,1,3,1,1,1,2,5,3,201901004,7
10.77381471,6,2,4,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,5,8,2,1,1,1,1,3,3,2,2,1,1,3,1,1,1,2,5,3,201901004,7
10.77381471,6,2,4,2,3,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,2,1,1,1,1,1,1,1,3,2,2,1,4,1,1,1,1,1,1,3,5,8,1,1,1,1,1,3,3,2,2,3,3,3,1,1,2,2,4,3,201901004,7
10.77381471,7,2,4,1,2,1,7,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,1,2,1,2,2,2,5,8,3,1,1,1,2,4,1,1,1,1,1,1,3,5,8,1,2,2,1,2,3,2,2,2,1,2,3,1,1,3,1,5,3,201901004,7
10.77381471,7,2,4,1,3,1,7,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,3,5,8,2,3,3,1,2,3,3,2,2,1,2,3,1,1,3,1,5,3,201901004,7
10.77381471,7,2,4,2,5,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,1,2,5,8,1,1,1,1,2,3,2,2,2,2,2,3,1,1,4,2,3,1,201901004,7
10.77381471,8,2,4,2,2,1,7,1,1,1,2,7,1,1,1,1,1,1,7,1,1,1,1,2,2,2,5,1,1,2,2,4,1,2,1,2,6,2,,2,2,,7,5,5,1,1,4,1,1,,1,2,2,1,2,2,2,3,2,2,3,3,3,2,2,1,2,3,2,1,2,2,5,3,201901004,7
13.33540356,5,1,5,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,,1,1,1,1,3,1,4,5,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,4,1,1,1,1,1,1,3,5,8,1,3,1,1,2,3,2,1,2,2,1,3,1,1,4,2,5,3,201901004,7
13.33540356,6,1,5,1,3,1,4,7,4,1,1,6,2,3,3,7,1,1,4,3,4,2,2,4,3,3,2,2,3,1,4,4,1,3,1,3,7,4,3,3,3,3,2,5,5,5,1,4,1,1,2,2,2,2,1,2,3,1,3,1,2,2,3,1,2,2,1,3,4,1,4,4,3,5,1,201901004,7
13.33540356,7,1,5,1,1,1,3,4,2,1,1,3,3,3,3,6,1,2,6,1,1,2,2,2,3,3,6,1,3,2,3,4,1,4,1,3,7,3,4,4,2,2,2,1,2,3,2,3,2,2,2,3,3,3,1,5,3,1,1,1,1,2,3,2,2,2,1,3,2,4,4,3,1,2,1,201901004,7
13.33540356,7,1,5,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,2,1,4,1,1,1,1,1,1,1,3,3,3,2,3,1,1,1,1,1,1,1,5,8,2,1,2,2,2,2,3,2,2,1,2,3,1,1,3,3,5,3,201901004,7
13.33540356,7,1,5,1,3,1,5,2,3,1,1,5,3,2,6,6,1,1,5,7,5,4,3,4,3,4,2,2,3,4,3,1,1,5,1,6,4,4,3,4,2,2,2,1,4,3,1,3,1,1,2,3,,2,1,2,3,1,2,1,1,2,2,1,1,2,1,3,2,4,4,3,2,3,1,201901004,7
13.33540356,7,1,5,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,5,8,2,1,3,2,2,3,3,2,2,1,2,4,1,1,1,1,5,3,201901004,7
13.33540356,7,1,5,2,2,1,4,3,2,1,2,7,1,2,2,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,2,2,2,3,2,3,3,3,1,5,4,1,4,1,1,2,2,3,2,1,3,2,1,2,2,1,3,3,3,2,1,1,3,3,1,1,4,2,5,3,201901004,7
13.33540356,7,1,5,2,2,1,7,1,1,2,2,1,1,1,1,1,1,1,6,7,4,2,3,3,3,3,3,5,1,1,1,5,1,3,2,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,2,3,2,3,1,2,2,1,1,3,3,2,2,1,4,,1,1,1,2,5,2,201901004,7
13.33540356,8,1,5,1,2,1,4,3,2,1,1,4,3,3,5,2,2,2,1,1,1,1,1,2,1,1,6,1,1,1,3,5,1,1,1,3,3,3,3,3,3,3,6,1,2,2,1,4,1,1,2,3,3,3,2,1,3,1,2,1,1,2,3,2,2,2,1,3,2,3,3,3,1,3,1,201901004,7
13.33540356,8,1,5,1,3,1,5,5,4,1,1,6,2,3,2,6,1,1,3,2,2,2,2,3,3,3,3,2,3,3,4,4,1,1,1,5,7,3,3,3,2,3,3,1,2,2,1,4,1,1,2,3,2,2,1,3,1,1,2,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,1,201901004,7
13.33540356,8,1,5,1,3,1,7,3,2,,,7,1,2,2,6,2,2,1,1,1,1,1,1,1,1,6,1,1,1,4,5,1,1,2,1,3,3,3,3,3,3,6,1,1,1,2,3,1,1,2,3,3,3,2,1,3,1,2,1,1,2,3,2,2,2,1,3,2,3,3,3,1,4,1,201901004,7
13.33540356,8,1,5,2,1,1,2,1,1,1,2,7,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,3,6,2,3,2,4,5,5,1,1,1,1,4,1,1,1,1,1,1,2,3,8,2,1,2,1,2,1,2,1,2,1,2,3,3,1,4,3,,3,201901004,7
13.33540356,8,1,5,2,1,1,4,1,1,1,2,4,1,2,2,1,1,2,6,1,1,1,1,2,2,2,7,1,1,1,1,5,1,1,1,1,6,2,2,2,7,8,7,1,1,1,1,4,1,1,1,1,1,2,3,5,8,1,3,1,2,2,3,3,2,2,1,2,3,1,1,1,3,5,3,201901004,7
13.33540356,8,1,5,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,7,2,4,3,6,3,3,3,3,5,2,1,3,3,1,6,1,4,4,4,3,4,1,1,1,1,1,1,1,4,2,2,1,1,1,3,2,1,8,1,3,2,2,3,3,3,2,2,1,1,3,1,2,1,3,4,3,201901004,7
13.33540356,8,1,5,2,2,1,5,1,1,1,2,5,1,2,1,1,1,1,5,6,7,3,2,3,3,3,6,5,1,3,4,5,2,1,1,2,6,2,2,2,5,3,6,1,1,1,2,4,1,1,1,1,1,1,3,1,2,2,2,2,1,1,3,1,2,2,1,2,3,2,3,4,3,4,3,201901004,7
13.33540356,8,1,5,2,7,1,3,7,4,1,1,7,3,4,6,7,1,1,7,2,1,2,2,4,4,3,6,6,2,4,4,2,1,7,1,7,7,4,4,4,2,2,7,5,5,5,2,2,2,2,5,2,3,2,2,5,3,1,2,2,2,2,3,1,2,2,1,4,2,4,4,4,1,2,1,201901004,7
14.21669691,2,1,2,1,2,1,4,2,2,1,2,4,2,2,2,7,1,1,4,2,2,2,2,3,3,3,3,6,1,1,1,5,1,2,1,2,7,3,3,3,6,3,3,1,1,1,1,4,2,2,6,1,1,1,2,5,1,1,2,2,1,2,3,3,2,2,1,4,3,1,1,1,2,4,3,201901004,7
14.21669691,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,4,1,1,2,2,3,2,2,7,1,1,2,4,5,1,3,1,4,7,1,1,1,1,1,1,1,3,3,1,4,1,1,1,1,1,1,3,5,3,1,2,1,3,1,1,1,1,2,1,3,4,2,2,4,3,5,1,201901004,7
14.21669691,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,5,2,2,2,2,3,3,3,3,5,1,1,1,5,1,2,1,2,7,3,3,3,3,3,3,1,1,1,1,4,2,2,6,1,1,1,2,2,1,1,2,2,1,2,3,3,2,2,5,2,4,1,1,3,2,5,1,201901004,7
14.21669691,3,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,2,1,6,2,2,2,7,8,7,5,1,1,2,4,1,1,1,1,1,1,2,5,8,1,1,3,1,2,3,3,2,2,3,1,4,1,1,4,3,4,3,201901004,7
14.21669691,3,1,2,1,1,1,4,1,1,1,2,4,1,3,2,6,1,2,5,1,1,2,2,2,2,3,7,1,1,2,4,4,2,1,1,5,5,2,2,2,6,8,2,1,2,2,1,3,2,1,1,1,1,1,2,3,2,1,2,2,1,2,2,2,1,2,1,2,4,2,2,4,1,5,3,201901004,7
14.21669691,3,1,2,1,1,2,1,1,1,1,2,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,3,2,2,3,2,1,2,1,3,2,2,1,2,3,2,2,2,2,4,3,201901004,7
14.21669691,4,1,2,1,1,1,2,1,1,2,2,1,1,3,2,7,1,2,4,1,1,3,2,3,1,2,3,2,1,1,4,4,1,4,1,3,2,2,1,3,5,3,2,1,1,1,2,4,2,2,1,1,1,1,1,1,4,2,3,1,2,2,3,2,2,2,5,1,3,3,1,1,3,4,3,201901004,7
14.21669691,4,1,2,1,1,1,5,1,1,2,2,1,1,2,2,7,1,2,5,1,1,2,2,3,3,3,6,1,1,2,3,5,1,7,1,4,7,3,3,3,4,8,6,1,3,3,1,4,1,1,1,1,1,1,3,5,3,1,2,2,1,2,3,2,2,2,1,3,2,3,2,3,3,3,1,201901004,7
14.21669691,4,1,2,1,1,2,1,1,1,1,2,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,3,1,3,2,2,2,1,3,2,2,1,2,2,2,1,2,2,4,3,201901004,7
14.21669691,4,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,3,5,2,1,3,3,1,2,1,2,2,2,1,1,4,1,1,4,3,5,1,201901004,7
14.21669691,4,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,2,1,3,7,2,2,2,7,3,3,1,1,1,2,4,1,1,1,1,1,1,3,5,8,1,1,2,1,2,3,3,2,2,1,1,3,1,1,4,2,5,3,201901004,7
14.21669691,4,1,2,1,2,1,4,2,2,2,2,4,2,2,2,6,1,2,4,2,3,2,2,3,3,4,6,6,2,1,1,4,1,2,1,2,2,3,3,4,3,3,2,1,3,2,2,2,,2,2,3,1,1,3,2,8,1,1,2,3,2,1,2,2,2,1,2,3,3,1,4,3,4,3,201901004,7
14.21669691,4,1,2,1,2,1,4,2,2,2,2,4,2,2,2,6,2,2,4,2,2,2,2,3,3,3,6,5,3,1,1,4,1,2,1,2,2,3,3,3,3,3,2,2,4,2,1,3,2,2,5,3,1,1,2,5,8,2,3,3,2,2,1,3,2,2,1,1,3,2,2,2,3,3,3,201901004,7
14.21669691,5,1,2,1,1,1,2,,,1,1,2,2,3,3,3,1,1,3,3,6,3,3,3,3,3,3,1,,,2,3,1,2,,,6,1,2,3,3,2,7,4,3,2,,,2,2,1,2,3,2,1,1,1,2,2,1,1,2,2,1,1,1,,3,2,3,,,2,3,3,201901004,7
14.21669691,5,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,3,5,2,2,1,3,2,2,2,3,2,2,2,2,3,1,1,4,3,5,3,201901004,7
14.21669691,5,1,2,1,2,1,4,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,3,2,2,3,2,1,1,4,5,2,1,1,3,1,3,2,3,7,3,3,1,1,1,1,4,1,1,2,1,1,2,2,5,4,1,1,2,1,2,3,2,2,2,1,1,4,1,1,1,1,5,3,201901004,7
14.21669691,5,1,2,1,2,1,4,2,2,1,2,1,1,2,2,2,2,2,4,1,1,1,1,2,2,2,1,6,1,1,1,2,1,5,1,2,7,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,1,2,2,1,2,2,3,2,2,1,2,3,1,1,4,2,4,3,201901004,7
14.21669691,7,1,2,1,2,1,3,4,2,1,1,4,6,2,6,3,2,2,1,1,1,1,1,1,1,1,4,2,3,4,2,2,1,4,1,4,4,3,2,2,2,2,2,2,3,3,1,3,1,2,2,3,2,2,1,3,1,1,2,2,1,2,1,1,1,2,1,,,,2,1,2,2,1,201901004,7
14.21669691,8,1,2,1,7,1,2,5,5,1,1,2,7,4,4,7,1,1,2,7,7,4,4,4,3,4,7,2,3,4,4,3,2,2,1,2,7,3,3,4,2,3,5,1,1,1,2,1,1,1,2,3,,2,1,1,1,2,,,,2,1,3,1,1,1,3,3,4,1,3,2,2,1,201901004,7
14.55600089,5,1,4,1,2,1,6,1,1,1,2,6,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,1,4,4,2,2,2,5,3,2,1,1,1,2,1,,1,6,1,1,1,2,5,2,1,2,2,1,2,3,2,2,2,1,2,3,1,1,3,3,4,3,201901004,7
14.55600089,5,1,4,1,4,1,5,3,3,1,1,6,6,1,3,7,1,2,6,2,1,1,1,3,3,3,5,2,2,1,1,4,2,1,2,1,5,3,3,3,5,8,5,1,1,1,1,4,1,1,1,1,1,1,1,3,3,2,2,1,2,2,3,1,1,2,1,4,3,1,1,1,2,5,3,201901004,7
14.55600089,5,1,4,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,3,5,8,2,1,3,1,1,1,3,2,2,1,1,3,1,1,4,1,5,3,201901004,7
14.55600089,6,1,4,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,5,8,2,1,3,1,2,2,3,2,2,1,1,4,1,1,4,2,4,3,201901004,7
14.55600089,6,1,4,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,5,8,1,3,1,1,1,3,2,2,2,1,1,3,1,1,3,1,4,3,201901004,7
14.55600089,6,1,4,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,2,1,1,3,3,1,2,3,1,1,2,1,1,2,1,1,4,3,2,1,201901004,7
14.55600089,6,1,4,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,4,4,2,3,1,1,2,3,1,2,2,1,2,4,1,1,4,3,5,3,201901004,7
14.55600089,6,1,4,1,2,1,5,3,2,2,2,1,1,1,2,6,1,1,5,5,3,2,7,4,4,3,6,2,3,3,2,4,1,3,1,3,4,3,3,3,2,2,6,1,3,2,2,4,1,1,2,2,2,2,1,3,2,2,3,2,1,3,2,3,2,2,1,2,3,3,3,3,2,4,1,201901004,7
14.55600089,6,1,4,2,1,1,7,1,1,2,2,1,1,2,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,2,6,3,2,3,5,5,7,1,1,1,2,4,1,1,5,1,1,1,2,5,2,1,2,3,1,3,3,2,1,2,1,1,3,1,1,1,3,4,3,201901004,7
